,product,mushy,servings_sold,city_population,price_per_serving,price_instrument,market_ids,product_ids,sugar,city,quarter
21,F4B10,0,33998.624775019794,516259,0.13566981,0.10270571,C01Q1,F4B10,6,01,1
22,F4B12,0,440958.965606208,516259,0.13517243,0.10021431,C01Q1,F4B12,12,01,1
23,F6B18,0,2163793.69829133,516259,0.14282341,0.10981747,C01Q1,F6B18,0,01,1
24,F1B04,1,299352.18745215,516259,0.077717715,0.044113767,C01Q2,F1B04,2,01,2
25,F1B06,1,6564434.939017201,516259,0.14104056,0.10104317,C01Q2,F1B06,18,01,2
26,F1B07,1,4083873.1178598,516259,0.07268274,0.016440237,C01Q2,F1B07,4,01,2
27,F1B09,0,307654.335316908,516259,0.076974403,0.049831541,C01Q2,F1B09,3,01,2
28,F1B11,0,2521789.92416646,516259,0.16700882,0.13277455,C01Q2,F1B11,12,01,2
29,F1B13,0,1021199.38796889,516259,0.092333473,0.047112885,C01Q2,F1B13,14,01,2
30,F1B17,1,490066.9765040701,516259,0.15393083,0.12749772,C01Q2,F1B17,3,01,2
31,F1B30,0,60849.65174868,516259,0.15039494,0.12854165,C01Q2,F1B30,4,01,2
32,F1B45,0,489008.82108213,516259,0.14726089,0.10552461,C01Q2,F1B45,14,01,2
33,F2B05,0,2744558.2174981497,516259,0.099437,0.062114156,C01Q2,F2B05,1,01,2
34,F2B08,0,604093.88654775,516259,0.11975962,0.088995096,C01Q2,F2B08,11,01,2
35,F2B15,1,364701.880469295,516259,0.072425151,0.042441267,C01Q2,F2B15,4,01,2
36,F2B16,1,832095.1566315,516259,0.13880223,0.10750624,C01Q2,F2B16,3,01,2
37,F2B19,0,187060.723853949,516259,0.15012616,0.11265568,C01Q2,F2B19,13,01,2
38,F2B26,0,261847.300985334,516259,0.15313127,0.11441062,C01Q2,F2B26,13,01,2
39,F2B28,1,534195.6445665,516259,0.20983296,0.15953154,C01Q2,F2B28,16,01,2
40,F2B40,0,61081.043678811,516259,0.13927765,0.1103644,C01Q2,F2B40,10,01,2
41,F2B48,0,26105.4952867242,516259,0.16228486,0.12949794,C01Q2,F2B48,3,01,2
42,F3B06,1,329215.731895359,516259,0.14027255,0.10367582,C01Q2,F3B06,20,01,2
43,F3B14,0,249833.213223669,516259,0.15381146,0.11842652,C01Q2,F3B14,7,01,2
44,F4B02,0,209828.242911366,516259,0.13597643,0.10460128,C01Q2,F4B02,14,01,2
45,F4B10,0,313343.089262082,516259,0.1101169,0.085677609,C01Q2,F4B10,6,01,2
46,F4B12,0,383932.8586250549,516259,0.10392265,0.067283874,C01Q2,F4B12,12,01,2
47,F6B18,0,164019.103791849,516259,0.12713032,0.092074407,C01Q2,F6B18,0,01,2
48,F1B04,1,83785.824352872,358548,0.080569674,0.040788658,C03Q1,F1B04,2,03,1
49,F1B06,1,2483533.05855372,358548,0.10581852,0.066669887,C03Q1,F1B06,18,03,1
50,F1B07,1,852712.84414296,358548,0.11992618,0.087992725,C03Q1,F1B07,4,03,1
51,F1B09,0,51733.037943936,358548,0.10178514,0.063569156,C03Q1,F1B09,3,03,1
52,F1B11,0,127514.015381124,358548,0.20151993,0.15967379,C03Q1,F1B11,12,03,1
53,F1B13,0,400340.2831704,358548,0.14597242,0.11053864,C03Q1,F1B13,14,03,1
54,F1B17,1,147909.939122016,358548,0.13725153,0.10065205,C03Q1,F1B17,3,03,1
55,F1B30,0,199147.985058744,358548,0.12448752,0.081056824,C03Q1,F1B30,4,03,1
56,F1B45,0,935396.16781644,358548,0.10138927,0.065320377,C03Q1,F1B45,14,03,1
57,F2B05,0,785442.12216516,358548,0.10555494,0.07172956,C03Q1,F2B05,1,03,1
58,F2B08,0,1039473.63114876,358548,0.12446037,0.085953624,C03Q1,F2B08,11,03,1
59,F2B15,1,115944.40895435998,358548,0.10935875,0.069120509,C03Q1,F2B15,4,03,1
60,F2B16,1,1380819.01441788,358548,0.12619276,0.082164235,C03Q1,F2B16,3,03,1
61,F2B19,0,162536.42145931203,358548,0.11909179,0.081743515,C03Q1,F2B19,13,03,1
62,F2B26,0,731455.38845856,358548,0.11073154,0.068023208,C03Q1,F2B26,13,03,1
63,F2B28,1,1743655.8616149598,358548,0.14010658,0.10167456,C03Q1,F2B28,16,03,1
64,F2B40,0,36918.583590708,358548,0.12712556,0.091334267,C03Q1,F2B40,10,03,1
65,F2B48,0,71104.91417622,358548,0.14183291,0.1053928,C03Q1,F2B48,3,03,1
66,F3B06,1,104649.472525572,358548,0.1455539,0.11162394,C03Q1,F3B06,20,03,1
67,F3B14,0,515938.89409164,358548,0.18011969,0.1420346,C03Q1,F3B14,7,03,1
68,F4B02,0,263463.23101024795,358548,0.1413346,0.097922083,C03Q1,F4B02,14,03,1
69,F4B10,0,207710.503908804,358548,0.10202795,0.067180129,C03Q1,F4B10,6,03,1
70,F4B12,0,876073.73431716,358548,0.082049328,0.05300236,C03Q1,F4B12,12,03,1
71,F6B18,0,68681.894837652,358548,0.1469524,0.11308009,C03Q1,F6B18,0,03,1
72,F1B04,1,190049.427626436,358548,0.068113884,0.041827165,C03Q2,F1B04,2,03,2
73,F1B06,1,709963.1500669201,358548,0.13213964,0.09924428,C03Q2,F1B06,18,03,2
74,F1B07,1,93806.677673964,358548,0.10472959,0.069857133,C03Q2,F1B07,4,03,2
75,F1B09,0,35196.295762872,358548,0.12849158,0.097472142,C03Q2,F1B09,3,03,2
76,F1B11,0,550182.9028597199,358548,0.14180203,0.10756968,C03Q2,F1B11,12,03,2
77,F1B13,0,784103.5262329199,358548,0.14257157,0.11195173,C03Q2,F1B13,14,03,2
78,F1B17,1,215643.364425432,358548,0.13947744,0.11386993,C03Q2,F1B17,3,03,2
79,F1B30,0,217550.1553173,358548,0.13944844,0.10616984,C03Q2,F1B30,4,03,2
80,F1B45,0,273874.10746752,358548,0.14437124,0.11418996,C03Q2,F1B45,14,03,2
81,F2B05,0,827921.842245,358548,0.10489882,0.056833859,C03Q2,F2B05,1,03,2
82,F2B08,0,317141.582960268,358548,0.11527638,0.086060052,C03Q2,F2B08,11,03,2
83,F2B15,1,79173.231617412,358548,0.11971587,0.081492743,C03Q2,F2B15,4,03,2
84,F2B16,1,385090.67381004,358548,0.10842332,0.073990465,C03Q2,F2B16,3,03,2
85,F2B19,0,346272.97297176,358548,0.11033557,0.071491276,C03Q2,F2B19,13,03,2
86,F2B26,0,501032.92071996,358548,0.11056007,0.083176657,C03Q2,F2B26,13,03,2
87,F2B28,1,1696225.70515392,358548,0.16122896,0.12789489,C03Q2,F2B28,16,03,2
88,F2B40,0,96142.405275,358548,0.09252834,0.054796645,C03Q2,F2B40,10,03,2
89,F2B48,0,153041.567735016,358548,0.076439546,0.038512214,C03Q2,F2B48,3,03,2
90,F3B06,1,1204148.61789084,358548,0.10424625,0.060223809,C03Q2,F3B06,20,03,2
91,F3B14,0,939289.0740426,358548,0.16530293,0.12972652,C03Q2,F3B14,7,03,2
92,F4B02,0,363792.82580208,358548,0.17015536,0.13652664,C03Q2,F4B02,14,03,2
93,F4B10,0,227842.451704368,358548,0.077777105,0.037325463,C03Q2,F4B10,6,03,2
94,F4B12,0,484792.03011852,358548,0.10014103,0.058183748,C03Q2,F4B12,12,03,2
95,F6B18,0,226313.560365156,358548,0.14075293,0.10650521,C03Q2,F6B18,0,03,2
96,F1B04,1,230443.16776343097,1585577,0.079872872,0.041779687,C04Q1,F1B04,2,04,1
97,F1B06,1,1953751.53109248,1585577,0.13603003,0.095788249,C04Q1,F1B06,18,04,1
98,F1B07,1,1151438.18464962,1585577,0.11667133,0.094714461,C04Q1,F1B07,4,04,1
99,F1B09,0,3312791.91269838,1585577,0.097505872,0.066258159,C04Q1,F1B09,3,04,1
100,F1B11,0,15023724.833287802,1585577,0.14330366,0.099833438,C04Q1,F1B11,12,04,1
101,F1B13,0,14853033.3467376,1585577,0.1038031,0.060425044,C04Q1,F1B13,14,04,1
102,F1B17,1,3963189.77903079,1585577,0.12257928,0.081234937,C04Q1,F1B17,3,04,1
103,F1B30,0,705275.1778312799,1585577,0.11775147,0.09206813,C04Q1,F1B30,4,04,1
104,F1B45,0,3160721.60099388,1585577,0.1014659,0.0661288,C04Q1,F1B45,14,04,1
105,F2B05,0,1230232.382427069,1585577,0.12302415,0.088986087,C04Q1,F2B05,1,04,1
106,F2B08,0,2707563.7736727297,1585577,0.11396909,0.079712614,C04Q1,F2B08,11,04,1
107,F2B15,1,590049.805213323,1585577,0.10343433,0.067829649,C04Q1,F2B15,4,04,1
108,F2B16,1,3289167.18008109,1585577,0.13460786,0.10248907,C04Q1,F2B16,3,04,1
109,F2B19,0,1033192.9823293892,1585577,0.13521846,0.10341924,C04Q1,F2B19,13,04,1
110,F2B26,0,6610439.725777441,1585577,0.12119156,0.08748099,C04Q1,F2B26,13,04,1
111,F2B28,1,768848.8305655081,1585577,0.17149303,0.1330264,C04Q1,F2B28,16,04,1
112,F2B40,0,1464125.65475211,1585577,0.11676892,0.076931969,C04Q1,F2B40,10,04,1
113,F2B48,0,1513129.06940832,1585577,0.12875397,0.090618983,C04Q1,F2B48,3,04,1
114,F3B06,1,1870000.19648127,1585577,0.13950752,0.097022874,C04Q1,F3B06,20,04,1
115,F3B14,0,20930530.1680251,1585577,0.095878635,0.044885056,C04Q1,F3B14,7,04,1
116,F4B02,0,2026783.95293367,1585577,0.14748958,0.10714302,C04Q1,F4B02,14,04,1
117,F4B10,0,2524353.47490942,1585577,0.091444638,0.052697582,C04Q1,F4B10,6,04,1
118,F4B12,0,3530023.3504872,1585577,0.10208255,0.060065885,C04Q1,F4B12,12,04,1
119,F6B18,0,965527.8654793588,1585577,0.15350795,0.12178156,C04Q1,F6B18,0,04,1
120,F1B04,1,2991733.261978229,1585577,0.1092227,0.075933297,C04Q2,F1B04,2,04,2
121,F1B06,1,7510340.78596431,1585577,0.09774908,0.05938057,C04Q2,F1B06,18,04,2
122,F1B07,1,4002938.2600168497,1585577,0.13210105,0.10278305,C04Q2,F1B07,4,04,2
123,F1B09,0,5439394.01054196,1585577,0.072907533,0.042588028,C04Q2,F1B09,3,04,2
124,F1B11,0,1376362.5978635822,1585577,0.20438087,0.15984234,C04Q2,F1B11,12,04,2
125,F1B13,0,1364934.627743778,1585577,0.1623844,0.13879859,C04Q2,F1B13,14,04,2
126,F1B17,1,10465265.51211834,1585577,0.10773528,0.076000605,C04Q2,F1B17,3,04,2
127,F1B30,0,69989.288913747,1585577,0.17556888,0.14097838,C04Q2,F1B30,4,04,2
128,F1B45,0,409834.02082990506,1585577,0.14451783,0.11123792,C04Q2,F1B45,14,04,2
129,F2B05,0,5534471.454635341,1585577,0.10427788,0.069927178,C04Q2,F2B05,1,04,2
130,F2B08,0,3268411.8978722403,1585577,0.1316358,0.10325067,C04Q2,F2B08,11,04,2
131,F2B15,1,403321.732633197,1585577,0.098647486,0.060080147,C04Q2,F2B15,4,04,2
132,F2B16,1,1354195.337138154,1585577,0.15099882,0.11462044,C04Q2,F2B16,3,04,2
133,F2B19,0,9646076.66353947,1585577,0.094557442,0.047871545,C04Q2,F2B19,13,04,2
134,F2B26,0,713596.369962861,1585577,0.14302735,0.1209005,C04Q2,F2B26,13,04,2
135,F2B28,1,2896229.13911415,1585577,0.22003003,0.18804273,C04Q2,F2B28,16,04,2
136,F2B40,0,1242438.791575023,1585577,0.1449842,0.10629807,C04Q2,F2B40,10,04,2
137,F2B48,0,620346.167002359,1585577,0.12649963,0.098186282,C04Q2,F2B48,3,04,2
138,F3B06,1,5383132.49032209,1585577,0.11000462,0.072149169,C04Q2,F3B06,20,04,2
139,F3B14,0,7881549.461348221,1585577,0.15673333,0.12068223,C04Q2,F3B14,7,04,2
140,F4B02,0,3339368.00663193,1585577,0.14997881,0.10550264,C04Q2,F4B02,14,04,2
141,F4B10,0,2504021.44662495,1585577,0.10543473,0.070956677,C04Q2,F4B10,6,04,2
142,F4B12,0,2719972.8481016704,1585577,0.10973614,0.075833981,C04Q2,F4B12,12,04,2
143,F6B18,0,4651136.804204101,1585577,0.11852576,0.08536579,C04Q2,F6B18,0,04,2
144,F1B04,1,32497.747599492,222103,0.10356386,0.07141345,C05Q1,F1B04,2,05,1
145,F1B06,1,698207.6305316701,222103,0.10376182,0.076228732,C05Q1,F1B06,18,05,1
146,F1B07,1,31735.980506916,222103,0.13983321,0.11159853,C05Q1,F1B07,4,05,1
147,F1B09,0,431618.15256084007,222103,0.068478045,0.028162119,C05Q1,F1B09,3,05,1
148,F1B11,0,616878.50702814,222103,0.18041052,0.14080881,C05Q1,F1B11,12,05,1
149,F1B13,0,226370.2871493,222103,0.14900863,0.11195188,C05Q1,F1B13,14,05,1
150,F1B17,1,837125.2412271,222103,0.1102122,0.057237927,C05Q1,F1B17,3,05,1
151,F1B30,0,113628.695481315,222103,0.11520627,0.084738858,C05Q1,F1B30,4,05,1
152,F1B45,0,213819.56422659,222103,0.13932531,0.10182066,C05Q1,F1B45,14,05,1
153,F2B05,0,451328.01254478,222103,0.12951589,0.08648948,C05Q1,F2B05,1,05,1
154,F2B08,0,1370592.74228121,222103,0.097605893,0.066422778,C05Q1,F2B08,11,05,1
155,F2B15,1,20664.225691893,222103,0.10533156,0.068666113,C05Q1,F2B15,4,05,1
156,F2B16,1,264487.74615522,222103,0.13751357,0.10992523,C05Q1,F2B16,3,05,1
157,F2B19,0,310996.8606213,222103,0.12788534,0.094613106,C05Q1,F2B19,13,05,1
158,F2B26,0,264208.95580653,222103,0.10956318,0.073517691,C05Q1,F2B26,13,05,1
159,F2B28,1,188071.987216617,222103,0.19033102,0.15699702,C05Q1,F2B28,16,05,1
160,F2B40,0,157698.467357193,222103,0.14559383,0.10736307,C05Q1,F2B40,10,05,1
161,F2B48,0,195323.7525561,222103,0.097300161,0.067343575,C05Q1,F2B48,3,05,1
162,F3B06,1,308158.80405597,222103,0.13449936,0.10613259,C05Q1,F3B06,20,05,1
163,F3B14,0,563579.57725335,222103,0.1359011,0.10517109,C05Q1,F3B14,7,05,1
164,F4B02,0,267107.67980631,222103,0.13532647,0.11154898,C05Q1,F4B02,14,05,1
165,F4B10,0,61722.558072315005,222103,0.11243124,0.075864722,C05Q1,F4B10,6,05,1
166,F4B12,0,768666.2691808799,222103,0.085088303,0.053219967,C05Q1,F4B12,12,05,1
167,F6B18,0,87491.80744882199,222103,0.14011416,0.10831413,C05Q1,F6B18,0,05,1
168,F1B04,1,38803.47076305,222103,0.10117023,0.077524928,C05Q2,F1B04,2,05,2
169,F1B06,1,106560.789448365,222103,0.14229614,0.10755204,C05Q2,F1B06,18,05,2
170,F1B07,1,41197.96542708,222103,0.14618083,0.12342939,C05Q2,F1B07,4,05,2
171,F1B09,0,636312.85490367,222103,0.05950842,0.022265337,C05Q2,F1B09,3,05,2
172,F1B11,0,719255.53227087,222103,0.19321797,0.14735205,C05Q2,F1B11,12,05,2
173,F1B13,0,312166.97251929,222103,0.10477249,0.071707909,C05Q2,F1B13,14,05,2
174,F1B17,1,359481.8144805299,222103,0.13518763,0.087284737,C05Q2,F1B17,3,05,2
175,F1B30,0,72569.56552902,222103,0.11435459,0.081361191,C05Q2,F1B30,4,05,2
176,F1B45,0,104353.894083285,222103,0.15930826,0.12538918,C05Q2,F1B45,14,05,2
177,F2B05,0,238605.39948798,222103,0.09214842,0.06228402,C05Q2,F2B05,1,05,2
178,F2B08,0,213449.92264575,222103,0.10724481,0.068778324,C05Q2,F2B08,11,05,2
179,F2B15,1,29373.180829398,222103,0.10213197,0.068504154,C05Q2,F2B15,4,05,2
180,F2B16,1,265883.05716903,222103,0.13308071,0.096121452,C05Q2,F2B16,3,05,2
181,F2B19,0,2816809.7703543,222103,0.090732941,0.045827066,C05Q2,F2B19,13,05,2
182,F2B26,0,233234.96227416,222103,0.14027747,0.10436687,C05Q2,F2B26,13,05,2
183,F2B28,1,213093.45399384,222103,0.18618497,0.14668919,C05Q2,F2B28,16,05,2
184,F2B40,0,116339.154539454,222103,0.13488247,0.099026949,C05Q2,F2B40,10,05,2
185,F2B48,0,66623.079531267,222103,0.10181971,0.073806185,C05Q2,F2B48,3,05,2
186,F3B06,1,193566.359903364,222103,0.12710415,0.083385723,C05Q2,F3B06,20,05,2
187,F3B14,0,599085.17827326,222103,0.13908169,0.10060395,C05Q2,F3B14,7,05,2
188,F4B02,0,163531.166434398,222103,0.15639804,0.12322518,C05Q2,F4B02,14,05,2
189,F4B10,0,89358.869232486,222103,0.10664288,0.086420097,C05Q2,F4B10,6,05,2
190,F4B12,0,108017.745371928,222103,0.14170034,0.11659045,C05Q2,F4B12,12,05,2
191,F6B18,0,173053.293071211,222103,0.15130935,0.12483519,C05Q2,F6B18,0,05,2
192,F1B04,1,1019665.40235768,372242,0.074044796,0.039678612,C07Q1,F1B04,2,07,1
193,F1B06,1,1232093.48898168,372242,0.11616856,0.083585081,C07Q1,F1B06,18,07,1
194,F1B07,1,268142.411109924,372242,0.12430066,0.10647554,C07Q1,F1B07,4,07,1
195,F1B09,0,331818.008140242,372242,0.11537604,0.088456917,C07Q1,F1B09,3,07,1
196,F1B11,0,663926.34940632,372242,0.16166368,0.1218632,C07Q1,F1B11,12,07,1
197,F1B13,0,152096.566919544,372242,0.11280127,0.075855201,C07Q1,F1B13,14,07,1
198,F1B17,1,2782966.5657027,372242,0.10327086,0.073210742,C07Q1,F1B17,3,07,1
199,F1B30,0,479929.64888466,372242,0.10087143,0.077278843,C07Q1,F1B30,4,07,1
200,F1B45,0,390929.05464912,372242,0.12975805,0.094064908,C07Q1,F1B45,14,07,1
201,F2B05,0,2749448.7383500803,372242,0.098951688,0.0608068,C07Q1,F2B05,1,07,1
202,F2B08,0,3110623.8571278,372242,0.074934933,0.036840368,C07Q1,F2B08,11,07,1
203,F2B15,1,31203.4151744172,372242,0.12929387,0.09254901,C07Q1,F2B15,4,07,1
204,F2B16,1,606311.2612299599,372242,0.12096178,0.08218266,C07Q1,F2B16,3,07,1
205,F2B19,0,190110.798822906,372242,0.14929807,0.1159904,C07Q1,F2B19,13,07,1
206,F2B26,0,136281.914313246,372242,0.14966272,0.11657319,C07Q1,F2B26,13,07,1
207,F2B28,1,158700.424392432,372242,0.1916648,0.16093409,C07Q1,F2B28,16,07,1
208,F2B40,0,207392.88634623,372242,0.17103268,0.12916208,C07Q1,F2B40,10,07,1
209,F2B48,0,206980.258322682,372242,0.13683187,0.11153063,C07Q1,F2B48,3,07,1
210,F3B06,1,418607.32073706,372242,0.083023272,0.050700105,C07Q1,F3B06,20,07,1
211,F3B14,0,941064.53117508,372242,0.14456965,0.11320307,C07Q1,F3B14,7,07,1
212,F4B02,0,256818.936776688,372242,0.14225923,0.10254556,C07Q1,F4B02,14,07,1
213,F4B10,0,170673.17997295802,372242,0.092872271,0.061416137,C07Q1,F4B10,6,07,1
214,F4B12,0,1400805.60541038,372242,0.07448726,0.046305003,C07Q1,F4B12,12,07,1
215,F6B18,0,2014259.21162388,372242,0.12925281,0.094097204,C07Q1,F6B18,0,07,1
216,F1B04,1,1636973.3548584,372242,0.089413221,0.050088216,C07Q2,F1B04,2,07,2
217,F1B06,1,7135386.663834,372242,0.10543879,0.049474181,C07Q2,F1B06,18,07,2
218,F1B07,1,1889146.4456943,372242,0.11213139,0.082480562,C07Q2,F1B07,4,07,2
219,F1B09,0,76247.495094186,372242,0.13522911,0.10188637,C07Q2,F1B09,3,07,2
220,F1B11,0,1681916.29424442,372242,0.17065811,0.12995492,C07Q2,F1B11,12,07,2
221,F1B13,0,1171299.6514135802,372242,0.086609341,0.054471641,C07Q2,F1B13,14,07,2
222,F1B17,1,366303.87277614,372242,0.12402048,0.086367566,C07Q2,F1B17,3,07,2
223,F1B30,0,1439591.6546715598,372242,0.099100931,0.067115015,C07Q2,F1B30,4,07,2
224,F1B45,0,481014.33601572,372242,0.12492567,0.084761804,C07Q2,F1B45,14,07,2
225,F2B05,0,996703.4163528,372242,0.1215635,0.084538296,C07Q2,F2B05,1,07,2
226,F2B08,0,608391.35324838,372242,0.11542159,0.086735185,C07Q2,F2B08,11,07,2
227,F2B15,1,132020.936821098,372242,0.099350649,0.073401575,C07Q2,F2B15,4,07,2
228,F2B16,1,356963.94503172,372242,0.12489828,0.099789645,C07Q2,F2B16,3,07,2
229,F2B19,0,143747.32701186,372242,0.12363318,0.093655055,C07Q2,F2B19,13,07,2
230,F2B26,0,211350.68613009,372242,0.13369964,0.094386111,C07Q2,F2B26,13,07,2
231,F2B28,1,250893.688009302,372242,0.20482889,0.1679352,C07Q2,F2B28,16,07,2
232,F2B40,0,370646.54100864,372242,0.11794563,0.086719285,C07Q2,F2B40,10,07,2
233,F2B48,0,799227.20764458,372242,0.10277119,0.078039871,C07Q2,F2B48,3,07,2
234,F3B06,1,147731.874616872,372242,0.1264892,0.087484007,C07Q2,F3B06,20,07,2
235,F3B14,0,1150296.48098352,372242,0.15742411,0.12105411,C07Q2,F3B14,7,07,2
236,F4B02,0,665460.63042498,372242,0.15000892,0.11661763,C07Q2,F4B02,14,07,2
237,F4B10,0,358942.66066386004,372242,0.13993899,0.10275406,C07Q2,F4B10,6,07,2
238,F4B12,0,193259.567471724,372242,0.13020386,0.10373512,C07Q2,F4B12,12,07,2
239,F6B18,0,1034444.41108866,372242,0.12928534,0.10172945,C07Q2,F6B18,0,07,2
240,F1B04,1,107345.269904094,435146,0.1052256,0.079951526,C08Q1,F1B04,2,08,1
241,F1B06,1,2332009.9009656003,435146,0.11134918,0.070614708,C08Q1,F1B06,18,08,1
242,F1B07,1,225878.250514104,435146,0.10668833,0.075284551,C08Q1,F1B07,4,08,1
243,F1B09,0,346150.693317726,435146,0.090519056,0.065038036,C08Q1,F1B09,3,08,1
244,F1B11,0,2991124.7247396605,435146,0.13464303,0.093322031,C08Q1,F1B11,12,08,1
245,F1B13,0,252078.73972605,435146,0.12463231,0.094946673,C08Q1,F1B13,14,08,1
246,F1B17,1,72682.307576784,435146,0.14409877,0.10559039,C08Q1,F1B17,3,08,1
247,F1B30,0,212319.207764874,435146,0.14886003,0.11623451,C08Q1,F1B30,4,08,1
248,F1B45,0,395140.26069144,435146,0.12332219,0.087484087,C08Q1,F1B45,14,08,1
249,F2B05,0,311662.04221024195,435146,0.12611783,0.089644562,C08Q1,F2B05,1,08,1
250,F2B08,0,705926.7599948999,435146,0.13867717,0.10101917,C08Q1,F2B08,11,08,1
251,F2B15,1,201903.743267676,435146,0.086708977,0.049271522,C08Q1,F2B15,4,08,1
252,F2B16,1,159995.32981469997,435146,0.14797669,0.11589929,C08Q1,F2B16,3,08,1
253,F2B19,0,2225207.39693508,435146,0.11137969,0.062004374,C08Q1,F2B19,13,08,1
254,F2B26,0,451549.90763208,435146,0.152116,0.11219404,C08Q1,F2B26,13,08,1
255,F2B28,1,920395.6677612,435146,0.22572767,0.17565986,C08Q1,F2B28,16,08,1
256,F2B40,0,157880.966714496,435146,0.16896886,0.13228457,C08Q1,F2B40,10,08,1
257,F2B48,0,51629.206089168,435146,0.14808224,0.10689249,C08Q1,F2B48,3,08,1
258,F3B06,1,120679.83345115802,435146,0.14734146,0.10429692,C08Q1,F3B06,20,08,1
259,F3B14,0,351108.48053237394,435146,0.16781086,0.13177166,C08Q1,F3B14,7,08,1
260,F4B02,0,312352.194644892,435146,0.16488585,0.12058001,C08Q1,F4B02,14,08,1
261,F4B10,0,262616.726106738,435146,0.07379829,0.036663287,C08Q1,F4B10,6,08,1
262,F4B12,0,1367017.83413964,435146,0.086936363,0.048966157,C08Q1,F4B12,12,08,1
263,F6B18,0,1947096.3501855,435146,0.12594937,0.093681523,C08Q1,F6B18,0,08,1
264,F1B04,1,93613.88584098002,435146,0.079068254,0.056871574,C08Q2,F1B04,2,08,2
265,F1B06,1,1941133.52714166,435146,0.095938104,0.053184539,C08Q2,F1B06,18,08,2
266,F1B07,1,1215213.20091396,435146,0.095108393,0.055656244,C08Q2,F1B07,4,08,2
267,F1B09,0,296682.391804338,435146,0.098166985,0.069532408,C08Q2,F1B09,3,08,2
268,F1B11,0,17501327.0022582,435146,0.13294507,0.046602268,C08Q2,F1B11,12,08,2
269,F1B13,0,312825.96289841406,435146,0.12326934,0.082810232,C08Q2,F1B13,14,08,2
270,F1B17,1,149024.250017694,435146,0.14749217,0.12443922,C08Q2,F1B17,3,08,2
271,F1B30,0,14036.1461357544,435146,0.13570831,0.11719215,C08Q2,F1B30,4,08,2
272,F1B45,0,47753.563010058,435146,0.1605526,0.12252991,C08Q2,F1B45,14,08,2
273,F2B05,0,28272.0775473792,435146,0.14607886,0.11834981,C08Q2,F2B05,1,08,2
274,F2B08,0,390677.793206256,435146,0.10833341,0.070650732,C08Q2,F2B08,11,08,2
275,F2B15,1,18175.3963102044,435146,0.10886655,0.077817152,C08Q2,F2B15,4,08,2
276,F2B16,1,111511.378159956,435146,0.14903525,0.12142375,C08Q2,F2B16,3,08,2
277,F2B19,0,102743.94950604,435146,0.13353629,0.097411833,C08Q2,F2B19,13,08,2
278,F2B26,0,522423.0504586801,435146,0.10828811,0.064546763,C08Q2,F2B26,13,08,2
279,F2B28,1,629103.09135042,435146,0.19281613,0.16318281,C08Q2,F2B28,16,08,2
280,F2B40,0,672716.5347643199,435146,0.10293615,0.067763873,C08Q2,F2B40,10,08,2
281,F2B48,0,88715.08223148601,435146,0.13351233,0.11004458,C08Q2,F2B48,3,08,2
282,F3B06,1,94823.231855238,435146,0.15102927,0.11002149,C08Q2,F3B06,20,08,2
283,F3B14,0,166075.728437448,435146,0.17206192,0.12730915,C08Q2,F3B14,7,08,2
284,F4B02,0,215097.879543642,435146,0.13956362,0.11199647,C08Q2,F4B02,14,08,2
