Date,Open,High,Low,Close,Adj Close,Volume
2022-01-24,33.700001,35.139999,32.049999,35.060001,35.060001,31916600
2022-01-25,34.220001,34.990002,33.619999,34.169998,34.169998,19205800
2022-01-26,34.970001,35.430000,33.270000,33.619999,33.619999,21377900
2022-01-27,34.139999,35.139999,33.810001,33.840000,33.840000,16637300
2022-01-28,33.790001,35.299999,33.599998,35.270000,35.270000,14368700
2022-01-31,35.430000,37.560001,35.340000,37.509998,37.509998,17558300
2022-02-01,37.840000,38.169998,36.869999,38.119999,38.119999,14628200
2022-02-02,38.290001,38.290001,36.250000,36.509998,36.509998,18993000
2022-02-03,33.840000,35.180000,33.840000,34.480000,34.480000,32803400
2022-02-04,35.660000,37.439999,34.759998,36.939999,36.939999,23579600
2022-02-07,36.720001,37.330002,35.900002,36.040001,36.040001,22770500
2022-02-08,35.520000,36.270000,35.150002,35.980000,35.980000,17194900
2022-02-09,36.500000,37.919998,36.139999,37.830002,37.830002,24473500
2022-02-10,36.560001,39.099998,36.220001,37.080002,37.080002,48150300
2022-02-11,37.419998,37.759998,35.660000,35.840000,35.840000,23516800
2022-02-14,35.619999,36.610001,35.500000,35.689999,35.689999,15212600
2022-02-15,36.230000,37.000000,36.060001,36.980000,36.980000,21350400
2022-02-16,35.970001,36.279999,35.520000,36.240002,36.240002,17602400
2022-02-17,35.990002,36.610001,35.320000,35.430000,35.430000,16524400
2022-02-18,35.490002,35.660000,34.099998,34.320000,34.320000,15339000
2022-02-22,33.660000,33.930000,32.750000,32.930000,32.930000,16913100
2022-02-23,33.250000,33.459999,32.419998,32.759998,32.759998,15102100
2022-02-24,31.299999,35.070000,31.299999,34.980000,34.980000,22551000
2022-02-25,35.119999,35.299999,34.130001,35.290001,35.290001,15394900
2022-02-28,34.950001,36.049999,34.849998,35.549999,35.549999,17962000
2022-03-01,35.509998,36.130001,34.709999,35.560001,35.560001,17948000
2022-03-02,35.770000,35.770000,34.130001,34.619999,34.619999,18255100
2022-03-03,34.900002,35.180000,33.450001,33.490002,33.490002,18792000
2022-03-04,33.750000,34.230000,32.950001,33.389999,33.389999,17504000
2022-03-07,33.509998,33.880001,32.400002,32.419998,32.419998,18780200
2022-03-08,32.270000,33.830002,31.950001,32.680000,32.680000,17410600
2022-03-09,33.549999,34.529999,33.299999,34.369999,34.369999,16886000
2022-03-10,33.630001,34.439999,33.369999,34.119999,34.119999,12583300
2022-03-11,34.040001,34.110001,32.880001,33.000000,33.000000,15751900
2022-03-14,32.689999,33.950001,32.480000,33.029999,33.029999,17551500
2022-03-15,33.119999,34.520000,33.000000,33.970001,33.970001,14678000
2022-03-16,34.900002,35.650002,34.320000,35.369999,35.369999,25197000
2022-03-17,35.209999,37.709999,34.889999,37.299999,37.299999,30853100
2022-03-18,37.459999,39.049999,37.180000,37.770000,37.770000,35946300
2022-03-21,37.700001,37.889999,36.639999,37.439999,37.439999,20298700
2022-03-22,37.639999,39.049999,37.619999,38.430000,38.430000,17162100
2022-03-23,38.000000,38.750000,37.580002,38.000000,38.000000,12993600
2022-03-24,38.330002,39.090000,38.230000,38.820000,38.820000,18281400
2022-03-25,38.990002,39.470001,37.689999,38.599998,38.599998,20787500
2022-03-28,38.439999,39.299999,38.299999,39.119999,39.119999,14225600
2022-03-29,39.480000,40.959999,39.389999,40.689999,40.689999,17855400
2022-03-30,40.349998,40.349998,38.570000,39.000000,39.000000,15804300
2022-03-31,39.110001,39.230000,38.410000,38.689999,38.689999,13208300
2022-04-01,39.160000,39.849998,39.000000,39.310001,39.310001,12122600
2022-04-04,47.869999,51.369999,46.860001,49.970001,49.970001,268465400
2022-04-05,53.849998,54.570000,50.560001,50.980000,50.980000,217520100
2022-04-06,50.040001,52.869999,49.299999,50.770000,50.770000,159034700
2022-04-07,50.470001,51.639999,46.549999,48.029999,48.029999,120844100
2022-04-08,47.299999,48.439999,45.830002,46.230000,46.230000,83262600
2022-04-11,45.750000,47.980000,44.709999,47.009998,47.009998,117814000
2022-04-12,47.029999,47.549999,44.439999,44.480000,44.480000,60794000
2022-04-13,44.799999,46.330002,44.549999,45.849998,45.849998,44306700
2022-04-14,48.369999,48.500000,44.720001,45.080002,45.080002,257199200
